candidate_id,rank,score,reasoning
CAND_0037980,19,0.8330,"A Senior Applied Scientist with 9.0 years of experience, currently working at Niramai. Strong alignment in ML models (using LoRA). Educated at a Tier-1 institution. Located in Kolkata, West Bengal (willing to relocate), ready to start immediately. Key highlights include saved by multiple recruiters recently."
CAND_0006418,20,0.8220,"Experienced Machine Learning Engineer possessing 5.7 years of background, currently at Verloop.io. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using TensorFlow). Educated at a Tier-1 institution. Based locally in Gurgaon, Haryana, with a 60-day notice period. Standout signals: highly active GitHub profile, excellent responsiveness (92%)."
CAND_0091534,21,0.8194,"Experienced AI Engineer possessing 16.6 years of background, currently at Flipkart. Strong alignment in search/retrieval systems (using Qdrant). Educated at a Tier-1 institution. Based locally in Gurgaon, Haryana, with a 30-day notice period. Standout signals: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0042506,22,0.8181,"Experienced Search Engineer possessing 4.2 years of background, currently at Verloop.io. Strong alignment in search/retrieval systems (using FAISS), ML models (using PEFT). Holds a Master's degree. Based in Mumbai, Maharashtra, with a 15-day notice period. Standout signals: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0044855,23,0.8156,"Currently a Senior Data Scientist at Flipkart with 6.6 years of total industry tenure. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using QLoRA). Located in Coimbatore, Tamil Nadu (willing to relocate), with a 60-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0010770,24,0.8138,"Experienced Recommendation Systems Engineer possessing 15.2 years of background, currently at Aganitha. Strong alignment in search/retrieval systems (using Qdrant), ML models (using LLMs). Educated at a Tier-1 institution. Located in Kolkata, West Bengal (willing to relocate), with a 30-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0018549,25,0.8132,"Brings 6.8 years of ML/software experience, currently serving as a Recommendation Systems Engineer at Uber. Strong alignment in search/retrieval systems (using Elasticsearch). Educated at a Tier-1 institution. Located in Coimbatore, Tamil Nadu (willing to relocate), with a 60-day notice period. Notable strengths: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0020877,26,0.8112,"Brings 5.1 years of ML/software experience, currently serving as a Applied ML Engineer at CRED. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using PEFT). Educated at a Tier-1 institution. Based locally in Gurgaon, Haryana, with a 60-day notice period. Notable strengths: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0039754,27,0.8106,"Experienced Senior Applied Scientist possessing 16.2 years of background, currently at Meta. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LLMs). Educated at a Tier-1 institution. Located in Indore, Madhya Pradesh (willing to relocate), with a 30-day notice period. Standout signals: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0030348,28,0.8026,"A Machine Learning Engineer with 4.5 years of experience, currently working at BYJU'S. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using PyTorch). Holds a Master's degree. Based locally in Noida, Uttar Pradesh, with a 45-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0087630,29,0.8008,"Experienced AI Engineer possessing 7.2 years of background, currently at Vedantu. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using QLoRA). Based locally in Gurgaon, Haryana, with a 30-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0099806,30,0.8002,"Experienced AI Engineer possessing 4.6 years of background, currently at Mad Street Den. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LoRA). Educated at a Tier-1 institution. Located in Bhubaneswar, Odisha (willing to relocate), with a 30-day notice period. Standout signals: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0054123,31,0.7946,"Currently a Applied ML Engineer at Meta with 4.7 years of total industry tenure. Strong alignment in search/retrieval systems (using Qdrant), ML models (using LLMs). Educated at a Tier-1 institution. Based locally in Gurgaon, Haryana, with a 60-day notice period. Highlights include highly active GitHub profile, excellent responsiveness (87%)."
CAND_0081852,32,0.7927,"A Senior Data Scientist with 5.9 years of experience, currently working at Mad Street Den. Strong alignment in search/retrieval systems (using Milvus), ML models (using LoRA). Holds a Master's degree. Based locally in Delhi, Delhi, with a 45-day notice period. Key highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0077337,33,0.7871,"Brings 7.0 years of ML/software experience, currently serving as a Staff Machine Learning Engineer at Paytm. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using LLMs). Educated at a Tier-1 institution. Located in Kochi, Kerala (willing to relocate), with a 60-day notice period. Notable strengths: highly active GitHub profile, excellent responsiveness (95%)."
CAND_0018888,34,0.7864,"A AI Research Engineer with 6.5 years of experience, currently working at Razorpay. Strong alignment in search/retrieval systems (using FAISS), ML models (using LLMs). Holds a Master's degree. Based locally in Noida, Uttar Pradesh, with a 30-day notice period. Key highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0064904,35,0.7853,"A AI Engineer with 4.9 years of experience, currently working at LinkedIn. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LLMs). Holds a Master's degree. Based in Hyderabad, Telangana, with a 90-day notice period. Key highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0037566,36,0.7821,"Experienced Machine Learning Engineer possessing 6.9 years of background, currently at LinkedIn. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LLMs). Located in Bangalore, Karnataka (willing to relocate), with a 15-day notice period. Standout signals: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0081846,37,0.7821,"Experienced Lead AI Engineer possessing 6.7 years of background, currently at Razorpay. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using PyTorch). Educated at a Tier-1 institution. Located in Jaipur, Rajasthan (willing to relocate), with a 30-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0046132,38,0.7797,"A AI Research Engineer with 4.3 years of experience, currently working at Verloop.io. Strong alignment in ML models (using PyTorch). Educated at a Tier-1 institution. Based locally in Noida, Uttar Pradesh, with a 30-day notice period. Key highlights include excellent responsiveness (94%), saved by multiple recruiters recently."
CAND_0051004,39,0.7781,"A Senior Data Scientist with 4.7 years of experience, currently working at CRED. Strong alignment in search/retrieval systems (using Qdrant), ML models (using LoRA). Educated at a Tier-1 institution. Based locally in Delhi, Delhi, with a 15-day notice period."
CAND_0080766,40,0.7748,"Experienced Staff Machine Learning Engineer possessing 8.8 years of background, currently at Salesforce. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LoRA). Educated at a Tier-1 institution. Located in Coimbatore, Tamil Nadu (willing to relocate), ready to start immediately. Standout signals: saved by multiple recruiters recently."
CAND_0037000,41,0.7682,"A Search Engineer with 2.7 years of experience, currently working at Unacademy. Strong alignment in search/retrieval systems (using FAISS), ML models (using TensorFlow). Based locally in Noida, Uttar Pradesh, with a 15-day notice period. Key highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0005649,42,0.7668,"Brings 7.4 years of ML/software experience, currently serving as a Senior Data Scientist at Sarvam AI. Strong alignment in search/retrieval systems (using RAG), ML models (using QLoRA). Based locally in Delhi, Delhi, with a 90-day notice period. Notable strengths: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0048265,43,0.7597,"Brings 4.3 years of ML/software experience, currently serving as a AI Research Engineer at Niramai. Strong alignment in search/retrieval systems (using RAG), ML models (using LLMs). Educated at a Tier-1 institution. Based in Hyderabad, Telangana, with a 45-day notice period. Notable strengths: saved by multiple recruiters recently."
CAND_0076831,44,0.7548,"Currently a Search Engineer at Krutrim with 4.0 years of total industry tenure. Strong alignment in search/retrieval systems (using Milvus), ML models (using LLMs). Educated at a Tier-1 institution. Based locally in Delhi, Delhi, with a 90-day notice period."
CAND_0010541,45,0.7501,"Brings 6.2 years of ML/software experience, currently serving as a AI Research Engineer at Wysa. Strong alignment in search/retrieval systems (using Pinecone), ML models (using LoRA). Holds a Master's degree. Based in Hyderabad, Telangana, with a 60-day notice period. Notable strengths: saved by multiple recruiters recently."
CAND_0008295,46,0.7466,"Currently a AI Research Engineer at Razorpay with 6.5 years of total industry tenure. Strong alignment in search/retrieval systems (using Weaviate), ML models (using PEFT). Holds a Master's degree. Based locally in Pune, Maharashtra, with a 45-day notice period. Highlights include highly active GitHub profile, excellent responsiveness (89%)."
CAND_0061257,47,0.7347,"Brings 8.0 years of ML/software experience, currently serving as a Staff Machine Learning Engineer at LinkedIn. Strong alignment in ML models (using PEFT). Educated at a Tier-1 institution. Based locally in Noida, Uttar Pradesh, with a 30-day notice period. Notable strengths: excellent responsiveness (87%), saved by multiple recruiters recently."
CAND_0043312,48,0.7316,"A AI Research Engineer with 4.2 years of experience, currently working at Haptik. Strong alignment in search/retrieval systems (using Qdrant), ML models (using LoRA). Based locally in Noida, Uttar Pradesh, with a 30-day notice period. Key highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0075574,49,0.7302,"Experienced Machine Learning Engineer possessing 5.7 years of background, currently at Haptik. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using PyTorch). Educated at a Tier-1 institution. Located in Bangalore, Karnataka (willing to relocate), with a 60-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0004402,50,0.7294,"Experienced AI Research Engineer possessing 6.0 years of background, currently at Yellow.ai. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using PEFT). Educated at a Tier-1 institution. Based locally in Delhi, Delhi, with a 60-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0078492,51,0.7242,"A Recommendation Systems Engineer with 5.1 years of experience, currently working at Verloop.io. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LLMs). Educated at a Tier-1 institution. Located in Kochi, Kerala (willing to relocate), with a 30-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0070525,52,0.7229,"Brings 5.4 years of ML/software experience, currently serving as a Senior Software Engineer (ML) at Mad Street Den. Strong alignment in ML models (using LLMs). Holds a Master's degree. Based in Hyderabad, Telangana, with a 45-day notice period. Notable strengths: excellent responsiveness (93%), saved by multiple recruiters recently."
CAND_0037160,53,0.7213,"A Data Scientist with 6.0 years of experience, currently working at Haptik. Strong alignment in search/retrieval systems (using Semantic Search), ML models (using LLMs). Educated at a Tier-1 institution. Based in Mumbai, Maharashtra, with a 30-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0008239,54,0.7181,"Currently a AI Engineer at Apple with 4.0 years of total industry tenure. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using PEFT). Educated at a Tier-1 institution. Located in Jaipur, Rajasthan (willing to relocate), with a 15-day notice period. Highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0098454,55,0.7156,"Experienced AI Specialist possessing 6.6 years of background, currently at Meesho. Strong alignment in search/retrieval systems (using OpenSearch). Holds a Master's degree. Located in Indore, Madhya Pradesh (willing to relocate), with a 60-day notice period. Standout signals: excellent responsiveness (87%), saved by multiple recruiters recently."
CAND_0030468,56,0.7147,"A Senior Applied Scientist with 5.4 years of experience, currently working at Swiggy. Strong alignment in search/retrieval systems (using Milvus), ML models (using TensorFlow). Educated at a Tier-1 institution. Located in Indore, Madhya Pradesh (willing to relocate), with a 45-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0068811,57,0.7106,"Currently a Applied ML Engineer at Freshworks with 8.0 years of total industry tenure. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using PEFT). Holds a Master's degree. Based locally in Pune, Maharashtra, with a 30-day notice period."
CAND_0017178,58,0.7067,"Experienced ML Engineer possessing 4.2 years of background, currently at Swiggy. Strong alignment in ML models (using PEFT). Educated at a Tier-1 institution. Based in Hyderabad, Telangana, with a 30-day notice period. Standout signals: excellent responsiveness (85%), saved by multiple recruiters recently."
CAND_0067643,59,0.7002,"Currently a AI Research Engineer at PhonePe with 6.0 years of total industry tenure. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LoRA). Educated at a Tier-1 institution. Located in Chennai, Tamil Nadu (willing to relocate), with a 60-day notice period. Highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0097176,60,0.6991,"A ML Engineer with 5.9 years of experience, currently working at TCS. Strong alignment in search/retrieval systems (using FAISS), ML models (using PyTorch). Holds a Master's degree. Based locally in Gurgaon, Haryana, with a 30-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0031842,61,0.6988,"Experienced AI Specialist possessing 3.5 years of background, currently at Ola. Strong alignment in search/retrieval systems (using Vector Search), ML models (using LLMs). Based in Hyderabad, Telangana, with a 30-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0080051,62,0.6923,"Currently a Data Scientist at Niramai with 5.2 years of total industry tenure. Strong alignment in ML models (using LLMs). Holds a Master's degree. Based locally in Gurgaon, Haryana, with a 30-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0000031,63,0.6885,"Currently a Recommendation Systems Engineer at Swiggy with 6.0 years of total industry tenure. Strong alignment in search/retrieval systems (using FAISS). Holds a Master's degree. Located in Hyderabad, Telangana (willing to relocate), with a 60-day notice period. Highlights include excellent responsiveness (91%), saved by multiple recruiters recently."
CAND_0031593,64,0.6787,"Brings 7.8 years of ML/software experience, currently serving as a Search Engineer at Genpact AI. Strong alignment in search/retrieval systems (using Elasticsearch). Located in Kolkata, West Bengal (willing to relocate), with a 90-day notice period. Notable strengths: saved by multiple recruiters recently."
CAND_0050454,65,0.6784,"Experienced AI Engineer possessing 6.8 years of background, currently at Rephrase.ai. Strong alignment in search/retrieval systems (using FAISS), ML models (using LLMs). Educated at a Tier-1 institution. Based locally in Delhi, Delhi, with a 30-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0098952,66,0.6771,"A AI Research Engineer with 5.5 years of experience, currently working at CRED. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using QLoRA). Holds a Master's degree. Based locally in Gurgaon, Haryana, with a 45-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0072721,67,0.6735,"Brings 3.7 years of ML/software experience, currently serving as a Data Scientist at Yellow.ai. Strong alignment in search/retrieval systems (using Qdrant), ML models (using PyTorch). Based locally in Noida, Uttar Pradesh, with a 30-day notice period. Notable strengths: saved by multiple recruiters recently."
CAND_0090093,68,0.6635,"Brings 4.4 years of ML/software experience, currently serving as a Data Scientist at Flipkart. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LoRA). Holds a Master's degree. Based locally in Noida, Uttar Pradesh, with a 60-day notice period. Notable strengths: saved by multiple recruiters recently."
CAND_0067866,69,0.6618,"Experienced Senior Software Engineer (ML) possessing 6.4 years of background, currently at Tech Mahindra. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LoRA). Educated at a Tier-1 institution. Based locally in Noida, Uttar Pradesh, with a 45-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0083879,70,0.6613,"Currently a Machine Learning Engineer at Ola with 7.1 years of total industry tenure. Strong alignment in search/retrieval systems (using Milvus). Educated at a Tier-1 institution. Based locally in Noida, Uttar Pradesh, with a 30-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0030784,71,0.6583,"A Data Scientist with 4.4 years of experience, currently working at Yellow.ai. Strong alignment in search/retrieval systems (using Pinecone), ML models (using QLoRA). Educated at a Tier-1 institution. Based locally in Delhi, Delhi, with a 90-day notice period. Key highlights include excellent responsiveness (90%), saved by multiple recruiters recently."
CAND_0047721,72,0.6576,"Brings 7.0 years of ML/software experience, currently serving as a Senior Data Scientist at Microsoft. Strong alignment in search/retrieval systems (using FAISS). Educated at a Tier-1 institution. Located in Coimbatore, Tamil Nadu (willing to relocate), with a 90-day notice period. Notable strengths: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0036863,73,0.6565,"Currently a Senior Data Scientist at upGrad with 4.3 years of total industry tenure. Strong alignment in search/retrieval systems (using FAISS), ML models (using LoRA). Holds a Master's degree. Located in Chennai, Tamil Nadu (willing to relocate), with a 60-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0045475,74,0.6563,"Currently a ML Engineer at Genpact AI with 4.9 years of total industry tenure. Strong alignment in search/retrieval systems (using FAISS), ML models (using PyTorch). Based locally in Delhi, Delhi, with a 60-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0039383,75,0.6554,"Currently a Applied ML Engineer at Meesho with 7.1 years of total industry tenure. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using LoRA). Educated at a Tier-1 institution. Based locally in Gurgaon, Haryana, with a 90-day notice period. Highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0026532,76,0.6527,"A Recommendation Systems Engineer with 4.8 years of experience, currently working at Zomato. Strong alignment in search/retrieval systems (using FAISS), ML models (using LoRA). Educated at a Tier-1 institution. Located in Chennai, Tamil Nadu (willing to relocate), with a 90-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0081053,77,0.6527,"Brings 5.4 years of ML/software experience, currently serving as a NLP Engineer at Glance. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using LoRA). Educated at a Tier-1 institution. Located in Chandigarh, Chandigarh (willing to relocate), with a 90-day notice period. Notable strengths: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0036121,78,0.6522,"Brings 5.2 years of ML/software experience, currently serving as a ML Engineer at Wysa. Strong alignment in search/retrieval systems (using Vector Search), ML models (using QLoRA). Holds a Master's degree. Located in Chennai, Tamil Nadu (willing to relocate), with a 60-day notice period. Notable strengths: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0057563,79,0.6520,"Currently a NLP Engineer at Locobuzz with 6.8 years of total industry tenure. Strong alignment in search/retrieval systems (using Elasticsearch), ML models (using QLoRA). Educated at a Tier-1 institution. Located in Indore, Madhya Pradesh (willing to relocate), with a 60-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0043381,80,0.6508,"Brings 3.6 years of ML/software experience, currently serving as a AI Research Engineer at PharmEasy. Strong alignment in search/retrieval systems (using OpenSearch). Educated at a Tier-1 institution. Based locally in Pune, Maharashtra, with a 45-day notice period. Notable strengths: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0016432,81,0.6490,"A AI Research Engineer with 4.6 years of experience, currently working at Meesho. Strong alignment in search/retrieval systems (using Pinecone), ML models (using LoRA). Holds a Master's degree. Based locally in Gurgaon, Haryana, with a 30-day notice period. Key highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0058575,82,0.6461,"Currently a AI Engineer at Krutrim with 5.8 years of total industry tenure. Strong alignment in search/retrieval systems (using Pinecone), ML models (using PyTorch). Holds a Master's degree. Located in Chennai, Tamil Nadu (willing to relocate), with a 90-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0043904,83,0.6457,"A Data Scientist with 4.6 years of experience, currently working at Razorpay. Strong alignment in search/retrieval systems (using Pinecone), ML models (using LLMs). Based locally in Delhi, Delhi, with a 60-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0095619,84,0.6452,"Currently a NLP Engineer at Nykaa with 15.6 years of total industry tenure. Strong alignment in search/retrieval systems (using Elasticsearch). Educated at a Tier-1 institution. Based in Mumbai, Maharashtra, with a 30-day notice period. Highlights include excellent responsiveness (90%), saved by multiple recruiters recently."
CAND_0091890,85,0.6432,"Experienced AI Research Engineer possessing 4.7 years of background, currently at Verloop.io. Strong alignment in search/retrieval systems (using Elasticsearch). Holds a Master's degree. Located in Hyderabad, Telangana (willing to relocate), with a 60-day notice period. Standout signals: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0083852,86,0.6429,"A Data Scientist with 6.0 years of experience, currently working at Mad Street Den. Strong alignment in search/retrieval systems (using Pinecone), ML models (using PyTorch). Located in Ahmedabad, Gujarat (willing to relocate), with a 90-day notice period. Key highlights include highly active GitHub profile, excellent responsiveness (85%)."
CAND_0017722,87,0.6413,"Experienced Data Scientist possessing 5.7 years of background, currently at Saarthi.ai. Strong alignment in search/retrieval systems (using Qdrant), ML models (using PyTorch). Holds a Master's degree. Based locally in Noida, Uttar Pradesh, with a 45-day notice period. Standout signals: highly active GitHub profile, saved by multiple recruiters recently."
CAND_0046459,88,0.6394,"Currently a AI Research Engineer at upGrad with 4.5 years of total industry tenure. Strong alignment in search/retrieval systems (using Qdrant). Holds a Master's degree. Based locally in Pune, Maharashtra, with a 30-day notice period. Highlights include saved by multiple recruiters recently."
CAND_0011162,89,0.6389,"Experienced Recommendation Systems Engineer possessing 5.8 years of background, currently at upGrad. Strong alignment in search/retrieval systems (using FAISS), ML models (using LoRA). Educated at a Tier-1 institution. Located in Coimbatore, Tamil Nadu (willing to relocate), with a 90-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0031578,90,0.6377,"Experienced Data Scientist possessing 3.7 years of background, currently at Mad Street Den. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using PEFT). Based locally in Pune, Maharashtra, with a 60-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0070514,91,0.6376,"Experienced AI Specialist possessing 5.5 years of background, currently at Glance. Strong alignment in search/retrieval systems (using FAISS), ML models (using LoRA). Educated at a Tier-1 institution. Located in Bangalore, Karnataka (willing to relocate), with a 60-day notice period. Standout signals: saved by multiple recruiters recently."
CAND_0090155,92,0.6370,"Currently a ML Engineer at Swiggy with 5.8 years of total industry tenure. Strong alignment in search/retrieval systems (using Milvus), ML models (using PEFT). Holds a Master's degree. Based locally in Pune, Maharashtra, with a 90-day notice period. Highlights include highly active GitHub profile, saved by multiple recruiters recently."
CAND_0091909,93,0.6344,"Brings 6.9 years of ML/software experience, currently serving as a Machine Learning Engineer at Rephrase.ai. Strong alignment in search/retrieval systems (using OpenSearch), ML models (using LLMs). Educated at a Tier-1 institution. Located in Bangalore, Karnataka (willing to relocate), with a 45-day notice period. Notable strengths: saved by multiple recruiters recently."
CAND_0071432,94,0.6316,"A Data Scientist with 4.1 years of experience, currently working at Wysa. Strong alignment in search/retrieval systems (using Pinecone), ML models (using LLMs). Based in Hyderabad, Telangana, with a 30-day notice period. Key highlights include saved by multiple recruiters recently."
CAND_0036437,95,0.6311,"Brings 4.8 years of ML/software experience, currently serving as a Search Engineer at Rephrase.ai. Strong alignment in search/retrieval systems (using Elasticsearch). Located in Kolkata, West Bengal (willing to relocate), with a 30-day notice period. Notable strengths: excellent responsiveness (87%), saved by multiple recruiters recently."
